Retailer,Category,Sub-Category,Domain,URL,Colors,Size,Product Hierarchy,Brand Name,Product Name,SKU,Reg. Price,Promo Price,Prime Price,Promo Tag,Each Price,Product Description,Product Details,# of Images,Marketplace,Nutrition Information,Dietary Need,Total Product Star Rating,Total # of Ratings,Total Recommendation Percentage,Delivery Options,Total Number of Q&A,UPC,Promo Tag-PICKUP,Reg. Price-PICKUP,Promo Price-PICKUP,Promo Tag-DELIVERY,Reg. Price-DELIVERY,Promo Price-DELIVERY,Promo Tag-SHIP,Reg. Price-SHIP,Promo Price-SHIP,DeliveryOption,ImageUrls,Ingredients,Promo Tag-,Reg. Price-,Promo Price-
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/starbucks-frappuccino-vanilla-iced-coffee-drink/0001200081331?fulfillment=SHIP,,13.7 fl oz,Home>Beverages>Coffee>Starbucks Frappuccino Vanilla Iced Coffee Drink,,Starbucks Frappuccino Vanilla Iced Coffee Drink,0001200081331,,,,,,"This Starbucks coffee drink offers the bold, delicious taste of coffee with the rich flavor you know and love. This indulgence is proof that you can enjoy a little Starbucks wherever you may be.",,2,,"Nutrition Facts
servings per container
Serving size1cup (237 ml)
------

Amount per serving
Calories290
------

% Daily value*

Total Fat4.5g6.92%

Saturated Fat3g15%

Trans Fat0g

Cholesterol20mg6.67%

Sodium150mg6.25%

Total Carbohydrate53g17.67%

Dietary Fiber0g0%

Sugar46g

Protein9g

------

Calcium350mg35%

Iron0.36mg2%

Vitamin A0Number of International Units0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Milk and its Derivatives.,,0,,,,0001200081331,,2.99,,,2.99,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0001200081331|https://www.kroger.com/product/images/large/back/0001200081331,"Brewed Starbucks Coffee (Water, Coffee), Reduced-fat Milk, Sugar, Maltodextrin, Pectin, Natural Flavor",,,
Kroger,"Beer, Wine & Liquor",Spiked Seltzers & Flavored Malt Beverages,Kroger.com,https://www.kroger.com/p/white-claw-variety-pack-no-2-lemon-watermelon-tangerine-mango-hard-seltzer/0063598580006?fulfillment=PICKUP,,12 cans / 12 fl oz,"Home>Beer, Wine & Liquor>Spiked Seltzers & Flavored Malt Beverages>White Claw Variety Pack No.2 Lemon Watermelon Tangerine Mango Hard Seltzer",,White Claw Variety Pack No.2 Lemon Watermelon Tangerine Mango Hard Seltzer,0063598580006,,,,,,"Discover a wave of pure, crisp refreshment with White Claw® Hard Seltzer Variety Pack Flavor Collection No. 2. Crafted with quality ingredients, White Claw® Hard Seltzer is made from a blend of seltzer water, gluten-free alcohol, and a hint of fruit flavor. The original Flavor Collection No. 2 includes four refreshing flavors for everyone to enjoy with classic Lemon, refreshing Watermelon, zesty Tangerine, and sweet Mango. Each 12-ounce can contains 100 calories, 5% alcohol, and 2g carbs, making them perfect to share in your finest moments. They’re a great choice for backyard barbecues, sitting on the patio or porch, or entertaining family and friends at home. Please drink responsibly (21+).Spiked sparkling water with a hint of fruit flavorFour (4) refreshing flavors: Classic Lemon, refreshing Watermelon, zesty Tangerine, and fan favorite MangoMade from a blend of seltzer water, gluten-free alcohol, and a hint of fruit flavorReady-to-drink alcoholic beverages that contain 100 calories, 5% alcohol, 2g carbs per 12oz can, and are gluten-free",,5,,"Nutrition Facts
servings per container
Serving size1can (355 ml)
------

Amount per serving
Calories100
------

% Daily value*

Total Fat0g0%

Sodium20mg0.87%

Total Carbohydrate2g0.73%

Sugar2g

Protein0g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,1062,,,,0063598580006,,$18.99,14.99,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0063598580006|https://www.kroger.com/product/images/large/back/0063598580006|https://www.kroger.com/product/images/large/left/0063598580006|https://www.kroger.com/product/images/large/right/0063598580006|https://www.kroger.com/product/images/large/top/0063598580006,"Tangerine Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Tangerine Juice Concentrate, Sodium Citrate.Mango Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Mango Juice Concentrate, Sodium Citrate.Watermelon Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Watermelon Juice Concentrate, Sodium Citrate.Lemon Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Lemon Juice Concentrate, Sodium Citrate",,$18.99,14.99
Kroger,"Beer, Wine & Liquor",Domestic & Imported Beer,Kroger.com,https://www.kroger.com/p/miller-lite-american-light-lager-beer/0003410057306?fulfillment=PICKUP,,,"Home>Beer, Wine & Liquor>Domestic & Imported Beer>Miller Lite American Light Lager Beer",,Miller Lite American Light Lager Beer,0003410057306,,,,,,"Miller Lite Beer is the original light beer. Smooth, light and refreshing, this American style pilsner beer has a 4.2% alcohol by volume. Brewed for more taste, this light beer has a light to medium body with a hop forward flavor, solid malt character and a clean finish. This case of beer makes bringing along tasty drinks easy.Miller Lite is brewed with pure water for great taste, barley malt for flavor and golden color, as well as Galena and Saaz hops for aroma, flavor and bitterness; these elements all lend to a consistently great beer experience.This light American beer has 96 calories and 3.2 grams of carbs per 12 fluid ounce serving.It is a perfect party beer to accompany tailgating, barbeques with friends, and any occasion that would be better with Miller Lite.Miller Lite goes well with countless food items such as burgers, grilled shrimp skewers and white fish. It’s Miller Time.",,4,,"Nutrition Facts
24.0 servings per container
Serving size
------

Amount per serving
Calories87
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium0mg0%

Total Carbohydrate2.9g1%

Dietary Fiber0g0%

Sugar0g

Protein0.5g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Barley and Barley Products.,,0,,,,0003410057306,,$19.99,18.99,,$19.99,18.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0003410057306|https://www.kroger.com/product/images/large/back/0003410057306|https://www.kroger.com/product/images/large/left/0003410057306|https://www.kroger.com/product/images/large/top/0003410057306,.,,,
Kroger,Frozen Foods,"Frozen Meat, Seafood & Meatless",Kroger.com,https://www.kroger.com/p/morningstar-farms-veggie-breakfast-cholesterol-free-original-meatless-bacon-strips/0002898997195?fulfillment=SHIP,,5.25 oz,"Home>Frozen Foods>Frozen Meat, Seafood & Meatless>MorningStar Farms Veggie Breakfast Cholesterol-Free Original Meatless Bacon Strips",,MorningStar Farms Veggie Breakfast Cholesterol-Free Original Meatless Bacon Strips,0002898997195,,,,,,"A delicious meat-free addition to any balanced breakfast, Morningstar Farms Veggie Bacon Strips are vegetarian and plant-based and feature a delicious taste in every bite. With 34% less fat than cooked pork bacon*, Morningstar Farms Veggie Bacon Strips are low in saturated fat, are cholesterol free (contains 4.5g total fat per serving; see nutrition information for sodium content), and have 40 calories per serving. Whether you're whipping up a breakfast scramble, a short stack of pancakes, or savory sandwich or wrap, Morningstar Farms Veggie Bacon Strips are sure to delight vegetarians and meat-lovers alike. *Cooked pork bacon contains 7g total fat per serving (16g); Morningstar Farms Bacon Strips contain 4.5g total fat per serving (16g).Mouthwatering and meatless, Morningstar Farms' plant-based Veggie Bacon Strips are a delicious, meat-free addition to any balanced dietWith an inviting taste and irresistible texture, Morningstar Farms Veggie Bacon Strips cook up crisp and crunchy; Enjoy with breakfast scrambles, waffles, pancakes, biscuits, and more100% vegetarian; Low saturated fat; 40 calories per serving; Cholesterol free (contains 4.5g total fat per serving; see nutrition information for sodium content)A quick, convenient meat-free breakfast side; To prepare, heat in the skillet (recommended) or microwave; Makes a tasty snack at work, afternoon pick-me-up, or late night treatIncludes 1, 5.25-ounce box containing frozen Morningstar Farms Veggie Bacon Strips",,3,,"Nutrition Facts
servings per container
Serving size2strips (16 g)
------

Amount per serving
Calories60
------

% Daily value*

Total Fat4.5g6.92%

Saturated Fat0.5g2.5%

Trans Fat0g

Polyunsaturated Fat3g

Monounsaturated Fat1g

Cholesterol0mg0%

Sodium230mg9.58%

Total Carbohydrate2g0.67%

Dietary Fiber1g4%

Sugar0g

Protein2g

------

Calcium0mg0%

Iron0.36mg2%

Vitamin A0Number of International Units0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.","Contains Wheat and Their Derivatives,Eggs and Their Derivatives,Sulfur Dioxide and Sulfits,Other gluten Containing Grain and Gluten Containing Grain Products,Soybean and its Derivatives,Milk and its Derivatives,Corn and Its Derivatives.",,73,,,,0002898997195,,3.99,,,3.99,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0002898997195|https://www.kroger.com/product/images/large/back/0002898997195|https://www.kroger.com/product/images/large/left/0002898997195,"Egg Whites, Soybean Oil With TBHQ For Freshness, Textured Soy Protein Concentrate, Modified Corn Starch, Wheat Gluten, Hydrolyzed Vegetable Protein (Corn Gluten, Wheat Gluten, Soy), Contains Two Percent or Less of Glycerin, Salt, Soy Protein Isolate, Sodium Citrate, Sodium Phosphate, Sugar, Natural and Artificial Flavors from Non-meat Sources, Torula Yeast, Caramel Color, Monocalcium Phosphate, Sodium Tripolyphosphate, Natural Smoke Flavor, Malic Acid, Guar Gum, Yeast Extract, Locust Bean and Guar Gum, Sodium Sulfite, Carrageenan, Red #3, Disodium Inosinate, Disodium Guanylate, Niacinamide, Iron (Ferrous Sulfate), Autolyzed Yeast Extract, Nonfat Dry Milk, Yellow #6, Vitamin B1 (Thiamin Mononitrate), Vitamin B6 (Pyridoxine Hydrchloride), Vitamin B2 (Riboflavin), Citric Acid, Cyanocobalamin",,,
Kroger,Frozen Foods,"Frozen Meat, Seafood & Meatless",Kroger.com,https://www.kroger.com/p/boca-all-american-veggie-burgers/0075928367321?fulfillment=SHIP,,4 ct,"Home>Frozen Foods>Frozen Meat, Seafood & Meatless>Boca All American Veggie Burgers",,Boca All American Veggie Burgers,0075928367321,,,,,,Look how we compare! Serving (1 burger - 71g)Boca meatless burger 5 fat (g); ground beef hamburger 13 fat (g)Boca meatless burger 5 cholesterol (mg); ground beef hamburger 65 cholesterol (mg),,4,,"Nutrition Facts
servings per container
Serving size1burger (71 g)
------

Amount per serving
Calories100
------

% Daily value*

Total Fat4g6.15%

Saturated Fat1g5%

Trans Fat0g

Cholesterol5mg1.67%

Sodium350mg14.58%

Total Carbohydrate6g2%

Dietary Fiber4g16%

Sugar1g

Protein13g

------

Calcium100mg10%

Iron1.8mg10%

Vitamin A100Number of International Units2%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.","Contains Wheat and Their Derivatives,Sesame Seeds and Their Derivatives,Other gluten Containing Grain and Gluten Containing Grain Products,Soybean and its Derivatives,Milk and its Derivatives,Corn and Its Derivatives.",,17,,,,0075928367321,,3.99,,,3.99,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0075928367321|https://www.kroger.com/product/images/large/left/0075928367321|https://www.kroger.com/product/images/large/right/0075928367321|https://www.kroger.com/product/images/large/top/0075928367321,"Water, Soy Protein Concentrate, Reduced Fat Cheddar Cheese (Pasteurized Part-skim Milk, Cheese Culture, Salt, Enzymes, Annatto [Color], Vitamin A Palmitate), Corn Oil, Wheat Gluten, Contains Less Than 2% of the Following: Caramel Color, Methylcellulose, Soy Protein, Dried Onion, Cheese Powder (Cheddar Cheese [Milk, Cheese Culture, Salt, Enzymes], Cream, Salt, Sodium Phosphate, Lactic Acid), Salt, Natural Flavor (Non-meat), Hydrolyzed Soy Protein, Disodium Inosinate and Disodium Guanylate, Sesame Oil, Spices and Herbs, Dried Garlic, Mannitol, Yeast Extract",,,
Kroger,Beverages,Soda & Pop,Kroger.com,https://www.kroger.com/p/coca-cola-soda/0004900002468?fulfillment=PICKUP,,6 bottles / 16.9 fl oz,Home>Beverages>Soda & Pop>Coca-Cola Soda,,Coca-Cola Soda,0004900002468,,,,,,"Enjoy Coca-Cola’s crisp, delicious taste with meals, on the go, or to share. Serve ice cold for maximum refreshment.",,6,,"Nutrition Facts
servings per container
Serving size1bottle (500 ml)
------

Amount per serving
Calories200
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium65mg2.83%

Total Carbohydrate55g20%

Dietary Fiber0g0%

Sugar55g

Protein0g

------

Calcium0mg0%

Iron0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Corn and Its Derivatives.,,6337,,,,0004900002468,Buy 4 For $11.00,4.99,,Buy 4 For $11.00,4.99,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0004900002468|https://www.kroger.com/product/images/large/back/0004900002468|https://www.kroger.com/product/images/large/left/0004900002468|https://www.kroger.com/product/images/large/right/0004900002468|https://www.kroger.com/product/images/large/top/0004900002468|https://www.kroger.com/product/images/large/bottom/0004900002468,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",,,
Kroger,Frozen Foods,Frozen Pizza,Kroger.com,https://www.kroger.com/p/california-pizza-kitchen-bbq-recipe-chicken-crispy-thin-crust-frozen-pizza/0007192162491?fulfillment=SHIP,,14.7 oz,Home>Frozen Foods>Frozen Pizza>California Pizza Kitchen BBQ Recipe Chicken Crispy Thin Crust Frozen Pizza,,California Pizza Kitchen BBQ Recipe Chicken Crispy Thin Crust Frozen Pizza,0007192162491,,,,,,"At California Pizza Kitchen®, we search for the best ingredients available, finding inspiration in each carefully crafted cheese, vine-ripened tomato and perfectly balanced uncured pepperoni. The thoughtful creation of recipes and passion for mindful ingredients are at the core of every delicious pizza we offer. So to those, like us, who approach food with mindfulness and an adventurous spirit, we hope you just found a delicious new favorite—from our kitchen to yours.",,6,,"Nutrition Facts
servings per container
Serving size0.333pizza (139 g)
------

Amount per serving
Calories290
------

% Daily value*

Total Fat11g14.1%

Saturated Fat5g25%

Trans Fat0g

Cholesterol35mg11.67%

Sodium640mg27.83%

Total Carbohydrate33g12%

Dietary Fiber1g3.57%

Sugar9g

Protein16g

------

Calcium220mg15%

Iron2.3mg15%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.","Contains Wheat and Their Derivatives,Other gluten Containing Grain and Gluten Containing Grain Products,Mustard and its Derivatives,Milk and its Derivatives,Corn and Its Derivatives.",,392,,,,0007192162491,,$7.49,6.99,,$7.49,6.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0007192162491|https://www.kroger.com/product/images/large/back/0007192162491|https://www.kroger.com/product/images/large/left/0007192162491|https://www.kroger.com/product/images/large/right/0007192162491|https://www.kroger.com/product/images/large/top/0007192162491|https://www.kroger.com/product/images/large/bottom/0007192162491,"Toppings: Cooked, Grilled, Seasoned White Meat Chicken (White Meat Chicken, Water, Sugar, 2% or Less of Salt, Paprika, Natural Flavors, Yeast Extract, Rice Concentrate, Potato Starch, Onion Powder, Garlic Powder), Low-moisture Part-skim Mozzarella Cheese (Part-skim Milk, Cheese Culture, Salt, Enzymes), Smoked Gouda Cheese (Part-skim Milk, Cheese Culture, Salt, Enzymes, Annatto [Color]), Red Onions, Cilantro.Crust: Enriched Wheat Flour (Wheat Flour, Niacin [Vitamin B3], Reduced Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid [Vitamin B9]), Water, Olive Oil, Sugar, Palm Oil, Sea Salt, Baking Powder (Sodium Acid Pyrophosphate, Baking Soda, Corn Starch, Monocalcium Phosphate).Barbecue Sauce: Water, Tomato Paste, Brown Sugar, Distilled Vinegar, Molasses, Sugar, Salt, Apple Cider Vinegar, Natural Flavor, Garlic Powder, Mustard Bran, Spices, Ground Chili Pepper",,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/maxwell-house-the-original-roast-medium-roast-ground-coffee/0004300004648?fulfillment=SHIP,,30.6 oz,Home>Beverages>Coffee>Maxwell House The Original Roast Medium Roast Ground Coffee,,Maxwell House The Original Roast Medium Roast Ground Coffee,0004300004648,,,,,,"Maxwell House Original Roast Ground Coffee has a consistent signature taste that is good to the last drop. This rich and classic original roast coffee is exceptionally smooth and aromatic and is the perfect start to your day. Made with 100% pure coffee, this medium roast coffee is great served black or with cream and sugar. Brew a pot of this Kosher coffee in any drip coffee maker.Shake off morning sluggishness and start your day on the right foot with a cup of Maxwell House Original Roast Ground Coffee. This robust blend has a classic taste and rich aroma that will boost your energy so you can take on the day.Made from 100% pure coffee, Maxwell House Original Roast Ground Coffee is flavorful and delicious. Perfect as a wake-up drink with breakfast or a midday energy booster, this delicious coffee has a warm, comforting taste you're sure to love.Brings out the bestMaxwell House Original Roast Ground Coffee has a consistently great tasteMedium original roast coffee has an classic, robust flavorGreat served black or with cream and sugarPerfect for use in automatic drip brewersPackaged in a resealable canister to lock in flavorCertified Kosher ground coffee",,4,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,296,,,,0004300004648,,$7.99,6.99,,6.99,,,7.36,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0004300004648|https://www.kroger.com/product/images/large/back/0004300004648|https://www.kroger.com/product/images/large/left/0004300004648|https://www.kroger.com/product/images/large/right/0004300004648,100% Pure Coffee,,,
Kroger,"Beer, Wine & Liquor",Domestic & Imported Beer,Kroger.com,https://www.kroger.com/p/corona-extra-lager-beer/0008066095615?fulfillment=PICKUP,,12 bottles / 12 fl oz,"Home>Beer, Wine & Liquor>Domestic & Imported Beer>Corona® Extra Lager Beer",,Corona® Extra Lager Beer,0008066095615,,,,,,"Corona® Extra Mexican style Lager Beer is an even-keeled imported beer with aromas of fruity-honey and a touch of malt. Made from the finest-quality blend of filtered water, malted barley, hops, corn, and yeast, this cerveza has a refreshing, smooth taste that offers the perfect balance between heavier European import beer and lighter domestic beer. Corona® Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day, or tailgate. This Corona® bottled beer 12 pack will keep the fridge stocked longer. An easy-drinking beer, this Mexican lager contains 149 calories* and 4.6% alcohol by volume. Find Your Beach.A Mexican lager style beer that pairs well with all types of foodAn even-keeled imported beer with a refreshing, crisp, and well-balanced flavorThis pilsner-style lager beer has a golden hueEasy-drinking beer made from the finest-quality blend of filtered water, malted barley, hops, corn, and yeastEnjoy a Corona® beer with lime at barbecues, on game days, and at the beach",,6,,,,,2451,,,,0008066095615,,$16.99,14.99,,$16.99,14.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008066095615|https://www.kroger.com/product/images/large/back/0008066095615|https://www.kroger.com/product/images/large/left/0008066095615|https://www.kroger.com/product/images/large/right/0008066095615|https://www.kroger.com/product/images/large/top/0008066095615|https://www.kroger.com/product/images/large/bottom/0008066095615,,,,
Kroger,"Beer, Wine & Liquor",Spiked Seltzers & Flavored Malt Beverages,Kroger.com,https://www.kroger.com/p/truly-lemonade-hard-seltzer-variety-pack/0008769200991?fulfillment=PICKUP,,12 cans / 12 fl oz,"Home>Beer, Wine & Liquor>Spiked Seltzers & Flavored Malt Beverages>Truly Lemonade Hard Seltzer Variety Pack",,Truly Lemonade Hard Seltzer Variety Pack,0008769200991,,,,,,"Truly Hard Seltzer Lemonade Mix Pack is the perfect mix of refreshing hard seltzer and sweet lemonade for a drink that’s big on taste and light on calories and sugar. Truly Lemonade comes in four delicious flavors: Original Lemonade, Strawberry Lemonade, Black Cherry Lemonade, and Mango Lemonade. Each 12oz. can of Truly has 100 calories, 5% alc./vol. and 1g sugars for refreshment that won’t weigh you down. Three 12 oz. cans of each flavor.",,3,,"Nutrition Facts
servings per container
Serving size12fl oz (355 ml)
------

Amount per serving
Calories100
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium45mg1.96%

Total Carbohydrate3g1.09%

Dietary Fiber0g0%

Sugar1g

Protein0g

------

Calcium4mg0%

Iron0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",,,0,,,,0008769200991,,$18.99,14.99,,$18.99,14.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008769200991|https://www.kroger.com/product/images/large/left/0008769200991|https://www.kroger.com/product/images/large/bottom/0008769200991,"Filtered Carbonated Water, Alcohol, Natural Flavors, Citric Acid, Sodium Citrate, Cane Sugar, Stevia Sweetener, Lemon Juice Concentrate",,,
